path,kit,tris_unique,tris_instanced,meshes,materials,textured_materials,normal_mapped,vertex_colour,skinned,animations,bytes,error
game/art07_d3/assets/half_wall.glb,art07_d3,198,198,1,1,1,0,False,False,0,35000,
game/art07_d3/assets/half_wall_solid.glb,art07_d3,44,44,1,1,1,0,False,False,0,38648,
game/art07_d3/assets/light_panel.glb,art07_d3,524,524,1,2,1,0,False,False,0,63416,
game/art07_d3/assets/pillar.glb,art07_d3,76,76,1,1,1,0,False,False,0,29484,
game/art07_d3/assets/wall_panel.glb,art07_d3,312,312,1,1,1,0,False,False,0,40836,
game/rf07/assets/cushion.glb,rf07,5940,5940,1,1,0,0,True,False,0,263492,
game/rf07/assets/heath.glb,rf07,8100,8100,1,1,0,0,True,False,0,358820,
game/rf07/assets/shingle.glb,rf07,231,231,1,1,0,0,True,False,0,22116,
game/rf07/assets/tussock.glb,rf07,1620,1620,1,1,0,0,True,False,0,72828,
game/f2/assets/basket.glb,f2,3848,3848,1,3,3,3,False,False,0,4081464,
game/f2/assets/landing.glb,f2,3716,3716,1,3,3,3,False,False,0,4145844,
game/f2/assets/thrumroot-near.glb,f2,64000,64000,1,1,1,0,True,False,0,15926316,
game/f2/assets/winch.glb,f2,22360,22360,2,5,4,4,False,False,0,6711116,
game/c2/assets/shellstone-v0-full-lod0.gltf,c2,32000,32000,1,2,2,0,False,False,0,2633,
game/c2/assets/shellstone-v0-last-lod0.gltf,c2,12738,12738,1,2,2,0,False,False,0,2625,
game/c2/assets/shellstone-v0-recovered-lod0.gltf,c2,2500,2500,1,2,2,0,False,False,0,2627,
game/c2/assets/shellstone-v0-worked-lod0.gltf,c2,20164,20164,1,2,2,0,False,False,0,2636,
game/c2/assets/shellstone-v1-full-lod0.gltf,c2,29714,29714,1,2,2,0,False,False,0,2629,
game/c2/assets/shellstone-v1-last-lod0.gltf,c2,12774,12774,1,2,2,0,False,False,0,2630,
game/c2/assets/shellstone-v1-recovered-lod0.gltf,c2,2500,2500,1,2,2,0,False,False,0,2629,
game/c2/assets/shellstone-v1-worked-lod0.gltf,c2,20406,20406,1,2,2,0,False,False,0,2634,
game/c2/assets/slate-v0-full-lod0.gltf,c2,18474,18474,1,1,1,0,False,False,0,1523,
game/c2/assets/slate-v0-last-lod0.gltf,c2,7084,7084,1,1,1,0,False,False,0,1517,
game/c2/assets/slate-v0-recovered-lod0.gltf,c2,2696,2696,1,1,1,0,False,False,0,1484,
game/c2/assets/slate-v0-worked-lod0.gltf,c2,13048,13048,1,1,1,0,False,False,0,1523,
game/c2/assets/slate-v1-full-lod0.gltf,c2,18474,18474,1,1,1,0,False,False,0,1542,
game/c2/assets/slate-v1-last-lod0.gltf,c2,7230,7230,1,1,1,0,False,False,0,1536,
game/c2/assets/slate-v1-recovered-lod0.gltf,c2,2696,2696,1,1,1,0,False,False,0,1484,
game/c2/assets/slate-v1-worked-lod0.gltf,c2,13302,13302,1,1,1,0,False,False,0,1542,
game/c4/assets/ash-a-lod2.gltf,c4,3338,3338,1,1,1,0,False,False,0,1488,
game/c4/assets/ash-stump-lod2.gltf,c4,467,467,1,2,1,0,False,False,0,2436,
game/c1/assets/bog-oak-full-lod0.gltf,c1,219738,219738,4,4,1,0,True,False,0,5643,
game/c1/assets/bog-oak-stump-lod0.gltf,c1,10074,10074,3,3,2,0,True,False,0,4013,
game/c1/assets/bog-oak-worked-lod0.gltf,c1,219738,219738,4,4,1,0,True,False,0,5697,
game/c1/assets/clay-0-lod0.gltf,c1,15999,15999,1,1,1,0,False,False,0,1568,
game/c1/assets/clay-12-lod0.gltf,c1,15999,15999,1,1,1,0,False,False,0,1569,
game/c1/assets/clay-16-lod0.gltf,c1,15999,15999,1,1,1,0,False,False,0,1570,
game/c1/assets/clay-20-lod0.gltf,c1,15999,15999,1,1,1,0,False,False,0,1569,
game/c1/assets/clay-24-lod0.gltf,c1,15999,15999,1,1,1,0,False,False,0,1569,
game/c1/assets/clay-4-lod0.gltf,c1,15999,15999,1,1,1,0,False,False,0,1570,
game/c1/assets/clay-8-lod0.gltf,c1,15999,15999,1,1,1,0,False,False,0,1570,
game/c1/assets/reed-0-lod0.gltf,c1,512,512,1,1,0,0,True,False,0,1306,
game/c1/assets/reed-12-lod0.gltf,c1,2816,2816,1,1,0,0,True,False,0,1340,
game/c1/assets/reed-18-lod0.gltf,c1,3968,3968,1,1,0,0,True,False,0,1342,
game/c1/assets/reed-24-lod0.gltf,c1,5120,5120,1,1,0,0,True,False,0,1347,
game/c1/assets/reed-6-lod0.gltf,c1,1664,1664,1,1,0,0,True,False,0,1334,
game/land02/assets/gallery-column.glb,land02,23398,23398,1,1,0,0,True,False,0,1112196,
game/land02/assets/gallery-fork.glb,land02,23398,23398,1,1,0,0,True,False,0,1112188,
game/land02/assets/root-bank-0.glb,land02,480,480,1,1,0,0,True,False,0,15588,
game/land02/assets/root-bank-1.glb,land02,480,480,1,1,0,0,True,False,0,15588,
game/land02/assets/strata-0.glb,land02,160,160,1,1,0,0,True,False,0,6260,
game/land02/assets/strata-1.glb,land02,160,160,1,1,0,0,True,False,0,6256,
game/land02/assets/strata-2.glb,land02,160,160,1,1,0,0,True,False,0,6260,
game/land02/assets/underwood-0.glb,land02,2320,2320,1,1,0,0,True,False,0,113500,
game/land02/assets/underwood-1.glb,land02,2320,2320,1,1,0,0,True,False,0,113496,
game/art07_d1/assets/beam.glb,art07_d1,76,76,1,1,1,0,False,False,0,29440,
game/art07_d1/assets/codex_corner.glb,art07_d1,8,8,1,1,1,0,False,False,0,24960,
game/art07_d1/assets/codex_corner_floor.glb,art07_d1,104,104,1,1,1,0,False,False,0,30172,
game/art07_d1/assets/cube.glb,art07_d1,312,312,1,1,1,0,False,False,0,40992,
game/art07_d1/assets/dry_wall.glb,art07_d1,686,686,1,1,1,0,False,False,0,87676,
game/art07_d1/assets/floor_slab.glb,art07_d1,188,188,1,1,1,0,False,False,0,35460,
game/art07_d1/assets/foundation.glb,art07_d1,1422,1422,1,1,1,0,False,False,0,137300,
game/art07_d1/assets/pillar.glb,art07_d1,76,76,1,1,1,0,False,False,0,29464,
game/art07_d1/assets/stairs.glb,art07_d1,224,224,1,1,1,0,False,False,0,37876,
game/art07_d1/assets/wall_panel.glb,art07_d1,312,312,1,1,1,0,False,False,0,40816,
game/rf08/assets/creeping-mat.glb,rf08,540,540,1,1,0,0,True,False,0,23536,
game/land02b/assets/gallery-arch.glb,land02b,122088,122088,1,3,2,0,True,False,0,25011560,
game/land02b/assets/gallery-column.glb,land02b,146640,146640,1,3,2,0,True,False,0,26884928,
game/land02b/assets/gallery-contact-0.glb,land02b,2707,2707,1,0,0,0,False,False,0,195172,
game/land02b/assets/gallery-contact-1.glb,land02b,2707,2707,1,0,0,0,False,False,0,195392,
game/f5/green/green-fragment-1.glb,f5,190,190,1,1,1,1,False,False,0,796612,
game/f5/green/green-fragment-2.glb,f5,184,184,1,1,1,1,False,False,0,772716,
game/f5/green/green-fragment-3.glb,f5,244,244,1,1,1,1,False,False,0,816628,
game/f5/green/green-post-mid.glb,f5,1998,1998,4,4,4,4,False,False,0,13190348,
game/f5/green/green-source-mid.glb,f5,15999,15999,1,1,1,1,False,False,0,4650632,
game/f5/white/white-fragment-1.glb,f5,200,200,1,1,1,1,False,False,0,789924,
game/f5/white/white-fragment-2.glb,f5,178,178,1,1,1,1,False,False,0,899088,
game/f5/white/white-fragment-3.glb,f5,136,136,1,1,1,1,False,False,0,716672,
game/f5/white/white-post-mid.glb,f5,19585,19585,2,2,2,2,False,False,0,16088200,
game/f5/white/white-source-mid.glb,f5,17989,17989,1,1,1,1,False,False,0,6376596,
game/f5/red/red-buffer-mid.glb,f5,15617,15617,2,2,2,2,False,False,0,15386252,
game/f5/red/red-fragment-1.glb,f5,1800,1800,1,1,1,1,False,False,0,1962560,
game/f5/red/red-fragment-2.glb,f5,1800,1800,1,1,1,1,False,False,0,1644400,
game/f5/red/red-fragment-3.glb,f5,1800,1800,1,1,1,1,False,False,0,1912180,
game/f5/red/red-source-mid.glb,f5,11999,11999,1,1,1,1,False,False,0,7953172,
game/f5/blue/blue-fragment-1.glb,f5,192,192,1,1,1,1,False,False,0,1027044,
game/f5/blue/blue-fragment-2.glb,f5,134,134,1,1,1,1,False,False,0,902404,
game/f5/blue/blue-fragment-3.glb,f5,176,176,1,1,1,1,False,False,0,1038076,
game/f5/blue/blue-post-mid.glb,f5,18651,18651,2,2,2,2,False,False,0,17240304,
game/f5/blue/blue-source-mid.glb,f5,15999,15999,1,1,1,1,False,False,0,8197104,
game/art07_d2/assets/arch.glb,art07_d2,516,516,1,1,1,0,False,False,0,123708,
game/art07_d2/assets/codex_roof_hip.glb,art07_d2,4988,4988,1,1,1,0,False,False,0,342452,
game/art07_d2/assets/codex_roof_slope.glb,art07_d2,5084,5084,1,1,1,0,False,False,0,321768,
game/art07_d2/assets/codex_roof_valley.glb,art07_d2,5180,5180,1,1,1,0,False,False,0,345932,
game/art07_d2/assets/door.glb,art07_d2,2050,2050,1,1,1,0,False,False,0,199412,
game/art07_d2/assets/girder.glb,art07_d2,460,460,1,1,1,0,False,False,0,120232,
game/art07_d2/assets/roof_wedge.glb,art07_d2,128,128,1,1,1,0,False,False,0,99440,
game/f4/assets/feeder_near.glb,f4,47488,47488,6,7,5,4,True,False,0,24688148,
game/f4/assets/load_bricks.glb,f4,432,432,1,1,0,0,False,False,0,21260,
game/f4/assets/load_clay.glb,f4,648,648,1,1,0,0,False,False,0,37536,
game/f4/assets/load_fuel.glb,f4,648,648,1,1,0,0,False,False,0,37528,
game/f4/assets/pocket_near.glb,f4,23980,23980,2,4,4,3,True,False,0,19729676,
